,nbr of visits,accuracy,recall,f1
0,2,0.6772554002541296,0.04827857445392406,0.09013203076712706
1,12,0.5733163913595928,0.2002178253766542,0.2967888391935168
2,22,0.8607203364191938,0.48478852786349735,0.620237229008946
3,32,0.7681724212537393,0.5020027833242552,0.6071992149625217
4,42,0.6061642014628018,0.37574272402734876,0.4639172661946572
5,52,0.9274920617995577,0.6642705875234478,0.7741175445685483
6,62,0.8818809243841026,0.585048708174502,0.7034329174668748
7,72,0.9394560825310505,0.7206994614872653,0.8156651287412069
8,82,0.9359029400643107,0.6286016820959686,0.7520721307817491
9,92,0.929815536009948,0.6325164881708732,0.7528792195015036
10,102,0.9167436862163636,0.6622617534942834,0.7689958069425241
11,112,0.9548106489021365,0.663223815574514,0.7827437247090738
12,122,0.9222869640595179,0.7187571852120762,0.8079007289833735
13,132,0.8957920168212391,0.682186724753435,0.7745318817232448
14,142,0.9114837231101488,0.6964119319900768,0.7895638483444744
15,152,0.9279552016527858,0.7416106976462746,0.824383757204353
16,162,0.9424946153662811,0.7558964119319911,0.8389449621079246
17,172,0.9553594577101573,0.7711623404126586,0.8534351968728815
18,182,0.9487877998043168,0.7538089187390367,0.8401340114118988
19,192,0.9633109831013257,0.7088703333938422,0.8167326964090738
20,202,0.9569994173552008,0.8300538512736712,0.889017765711956
21,212,0.9689646193140463,0.7878441338415942,0.8690679504589124
22,222,0.9587304443403554,0.7502390028438306,0.8417669183531168
23,232,0.9642532816611574,0.7720941489683547,0.8575407245820595
24,242,0.9649739290781228,0.8217583348460112,0.887626406194142
25,252,0.9629844248649831,0.8042596962546166,0.8764941433775167
26,262,0.9663691701493462,0.7943365402069353,0.8719484904990162
27,272,0.9635456242190666,0.7994735886730794,0.8738750802164797
28,282,0.9668053039717577,0.8503479155321625,0.9048448596781075
29,292,0.9716482233000653,0.839420342469899,0.9007072396688124
30,302,0.9652053262281963,0.8230773885157656,0.8884933827782991
31,312,0.9707213300605925,0.8590488291886029,0.911477343579727
32,322,0.9665927147820402,0.7988866702970914,0.8747743439791443
33,332,0.9638670873105429,0.8286137835057807,0.8911376037718688
34,342,0.9696512755915541,0.8279724087856272,0.8932286654998705
35,352,0.9646160383453891,0.8437405457735869,0.900138468046683
36,362,0.9693526472116052,0.8071398317904033,0.8808403546470321
37,372,0.9649056082982397,0.8038603497307433,0.8770514337669866
38,382,0.9658324662771922,0.8377745507351612,0.8972573879881566
39,392,0.9708032261399475,0.8509953409572242,0.9069597894653217
40,402,0.9712427696544603,0.8738064984570698,0.9199518499277377
41,412,0.9654844026508583,0.8821504205239906,0.921938102838202
42,422,0.9705315650042463,0.8855993223210523,0.9261222924828337
43,432,0.9706162678208411,0.8647485932111116,0.9146290963356081
44,442,0.9712216979688396,0.8769226114842388,0.921666412472986
45,452,0.9686296126575658,0.8730925152780317,0.9183831285514671
46,462,0.9663232785850302,0.8661160525201194,0.9134797417839751
47,472,0.968540812568766,0.8842560658316705,0.9244813595096831
48,482,0.9700314439196267,0.8791613722998737,0.9223637123508891
49,492,0.9722168238369002,0.8848792884371043,0.9264943538435947
50,502,0.9618432816653908,0.8627579112966681,0.9096101700308613
51,512,0.9709290427206558,0.8904882918860054,0.9289705524070787
52,522,0.9681072210297103,0.8761178677315937,0.9198183447268861
53,532,0.9710533078385677,0.8685544865976889,0.9169483949780464
54,542,0.9710073915918891,0.8630967507714672,0.9138775768513647
55,552,0.9713067110779936,0.8723603799842692,0.9191784087972896
56,562,0.9704273067043068,0.8586918375990799,0.9111467777760378
57,572,0.9709406222748026,0.8897682580020577,0.9285838910774059
58,582,0.9715543809571761,0.9008955043262552,0.9348917489242272
59,592,0.9715953924657864,0.8920251709324147,0.9301115935972359
60,602,0.9738649110313659,0.8834150178495812,0.9264375007597494
61,612,0.9699700553576023,0.882967265686456,0.9244260967168226
62,622,0.9708392412331408,0.8810491922308966,0.9237674514490409
63,632,0.9723365932387528,0.8776244932534667,0.9225560647127174
64,642,0.974109224109224,0.8819688993767784,0.9257520245395628
65,652,0.971908629278387,0.890125249591577,0.9292209137909544
66,662,0.9709309891012552,0.8554305076541425,0.909528579505815
67,672,0.9682265426229841,0.8605978096448258,0.9112451294604178
68,682,0.9680106777311344,0.8812186119682967,0.9225778875040094
69,692,0.9714876821611248,0.8860470744841792,0.9268023821323816
70,702,0.9699621640536501,0.862884976099718,0.9132957794582144
71,712,0.9703862211486102,0.8710292249047014,0.9180272272363738
72,722,0.9628916332855331,0.8678405034186504,0.9128985535508178
73,732,0.9692474192474185,0.8733587462939453,0.9188080738608218
74,742,0.9721965243566252,0.8890361227082944,0.9287585083868847
75,752,0.9715603117763214,0.8853451927149535,0.9264512915528915
76,762,0.9666367163825866,0.8763840987475054,0.9193005749567775
77,772,0.9702672168999986,0.8869546802202444,0.926742303036725
78,782,0.9701288546269482,0.8789011919888673,0.9222645227155458
